Timestamp,Deduplication ID,Time Seconds,Tenant ID,Tenant Name,Application ID,Application Name,Device Profile ID,Device Profile Name,Device Name,Dev EUI,Dev Addr,Dr,fPort,Data Hex,F Count,rxInfo Gateway ID,rxInfo Uplink ID,rxInfo RSSI,rxInfo SNR,rxInfo Context,txInfo Frequency,Modulation-lora txInfo Bandwidth,Modulation-lora Spreading Factor,Modulation-lora Code Rate
1713861529,b0ddc1d8-d531-4668-8667-648b8298e6e8,1713861529,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 301,000100000000012d,02000125,1,1,7f,69,0001000000000005,22109,-133,-16.5,b'{\xaa\xb0\x8e',867700000,125000,11,1
1713861529,b0ddc1d8-d531-4668-8667-648b8298e6e8,1713861529,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 301,000100000000012d,02000125,1,1,7f,69,0001000000000006,63762,-129,-11.899999618530273,b'{\xaa\xb0U',867700000,125000,11,1
1713861529,b0ddc1d8-d531-4668-8667-648b8298e6e8,1713861529,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 301,000100000000012d,02000125,1,1,7f,69,0001000000000007,54211,-113,4.0,b'{\xaa\xb05',867700000,125000,11,1
1713861529,b0ddc1d8-d531-4668-8667-648b8298e6e8,1713861529,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 301,000100000000012d,02000125,1,1,7f,69,0001000000000001,28022,-122,-5.199999809265137,b'{\xaa\xb0e',867700000,125000,11,1
1713861529,b0ddc1d8-d531-4668-8667-648b8298e6e8,1713861529,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 301,000100000000012d,02000125,1,1,7f,69,0001000000000002,49567,-130,-13.100000381469727,b'{\xaa\xb0\x82',867700000,125000,11,1
1713861529,ec1353c5-34d6-4aa7-8ee9-7e01e17dd4ca,1713861529,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 207,00010000000000cf,020000c7,2,1,f7,76,0001000000000002,35655,-128,-11.199999809265137,b'{\xab\x00\\',867900000,125000,10,1
1713861529,ec1353c5-34d6-4aa7-8ee9-7e01e17dd4ca,1713861529,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 207,00010000000000cf,020000c7,2,1,f7,76,0001000000000001,64882,-130,-12.800000190734863,b'{\xab\x00}',867900000,125000,10,1
1713861529,ec1353c5-34d6-4aa7-8ee9-7e01e17dd4ca,1713861529,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 207,00010000000000cf,020000c7,2,1,f7,76,0001000000000003,50388,-114,3.0,b'{\xaa\xff\xeb',867900000,125000,10,1
1713861530,e7c5ae60-afee-473e-920a-4e06aafa1b53,1713861530,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 15,000100000000000f,02000007,5,1,a8,76,0001000000000006,61773,-103,14.199999809265137,b'{\xb2+\xd0',868300000,125000,7,1
1713861530,be3d61a6-96d2-453c-9d72-a5d5486cb9cc,1713861530,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 467,00010000000001d3,020001cb,5,1,ff,76,0001000000000007,51175,-100,17.200000762939453,b'{\xb6\xbb\xde',868100000,125000,7,1
1713861530,e251c70b-340d-4071-b9c7-97bb565f951f,1713861530,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 430,00010000000001ae,020001a6,0,1,10,38,0001000000000007,28661,-117,-0.30000001192092896,b'{\xb8sl',868100000,125000,12,1
1713861530,e251c70b-340d-4071-b9c7-97bb565f951f,1713861530,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 430,00010000000001ae,020001a6,0,1,10,38,0001000000000002,48291,-135,-18.399999618530273,b'{\xb8s\xe0',868100000,125000,12,1
1713861532,1d4bb041-9968-44a7-bc31-8ef84bec6888,1713861532,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 89,0001000000000059,02000051,2,1,8c,76,0001000000000003,13146,-131,-14.399999618530273,b'{\xccI\x8f',868300000,125000,10,1
1713861532,1d4bb041-9968-44a7-bc31-8ef84bec6888,1713861532,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 89,0001000000000059,02000051,2,1,8c,76,0001000000000002,17878,-115,2.0,b'{\xccI*',868300000,125000,10,1
1713861532,1d4bb041-9968-44a7-bc31-8ef84bec6888,1713861532,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 89,0001000000000059,02000051,2,1,8c,76,0001000000000006,7579,-132,-15.199999809265137,b'{\xccI\xba',868300000,125000,10,1
1713861532,c8cdfb75-0f42-47f3-b590-a335a73a7e63,1713861532,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 308,0001000000000134,0200012c,2,1,57,76,0001000000000004,36207,-118,-1.5,b'{\xcf\xe6\xdb',868500000,125000,10,1
1713861532,c8cdfb75-0f42-47f3-b590-a335a73a7e63,1713861532,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 308,0001000000000134,0200012c,2,1,57,76,0001000000000003,42518,-117,0.5,b'{\xcf\xe6\xa9',868500000,125000,10,1
1713861532,c8cdfb75-0f42-47f3-b590-a335a73a7e63,1713861532,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 308,0001000000000134,0200012c,2,1,57,76,0001000000000001,44551,-128,-10.600000381469727,b'{\xcf\xe6\xf3',868500000,125000,10,1
1713861532,80328781-c71b-4c58-a82e-acfe279c5e44,1713861532,72a76e2b-3775-4ec1-969c-e8203ba78fd3,ELoRa-1,624dfdb8-9b24-4c49-a653-1ab77a5cbf63,Ns-3 Application,e065bddd-66c1-4ad9-819a-21802da82e18,Ns-3 Device Profile,Device 208,00010000000000d0,020000c8,5,1,92,76,0001000000000001,23178,-117,0.10000000149011612,b'{\xd0<J',867500000,125000,7,1
