timestamp,cpu,usage_guest,usage_guest_nice,usage_idle,usage_iowait,usage_irq,usage_nice,usage_softirq,usage_steal,usage_system,usage_user
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535260,,,,,,,,,,,
1713535270,cpu0,0,0,97.16885743176084,0.10111223458029822,0,0,0.10111223458040598,0,0.6066734074823641,2.0222446916082633
1713535270,cpu1,0,0,95.54655870443034,1.0121457489876924,0,0,0,0,0.9109311740892971,2.530364372469375
1713535270,cpu2,0,0,96.3488843813686,0.20283975659217046,0,0,0,0,1.2170385395541758,2.231237322516181
1713535270,cpu3,0,0,94.40559440558246,0,0,0,0.0999000999000597,0,0.7992007992007615,4.695304695302877
1713535270,cpu4,0,0,95.9514170040696,1.0121457489883527,0,0,0.10121457489882808,0,0.7085020242916168,2.2267206477741457
1713535270,cpu5,0,0,96.46464646462624,1.1111111111106773,0,0,0,0,0.7070707070702744,1.7171717171715688
1713535270,cpu6,0,0,95.46370967741122,0.10080645161282929,0,0,1.2096774193550974,0,1.4112903225813291,1.8145161290320733
1713535270,cpu7,0,0,95.54204660585398,2.127659574467601,0,0,0,0,1.0131712259371448,1.3171225937179427
1713535270,cpu-total,0,0,95.83491101853208,0.7068029786698204,0,0,0.17670074466738336,0,0.9213681686228975,2.3602170894858556
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535270,,,,,,,,,,,
1713535280,cpu0,0,0,95,0.9000000000000341,0,0,0,0,1.0000000000002274,3.0999999999994543
1713535280,cpu1,0,0,96.68341708544517,0,0,0,0.10050251256285918,0,1.206030150753596,2.010050251256184
1713535280,cpu2,0,0,95.75757575755728,0.10101010101028138,0,0,0.20202020202016802,0,1.6161616161616312,2.3232323232321654
1713535280,cpu3,0,0,95.20000000000262,1.1000000000005365,0,0,0.200000000000104,0,0.600000000000241,2.9000000000018282
